Date,First_Estimate,Days_between_estimate,EstimatedEffort,Total_Hours,Effort_over_Estimate,Parent_Team,Team_Name,Region
2017-04-06,2017-04-07,1,8.0,5.400000035762787,67,R&D,Photon Torpedos,Brazil
2017-04-06,2017-04-06,0,30.0,57.0,190,R&D,Photon Torpedos,Colombia
2017-04-07,2017-04-19,12,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-04-07,2017-04-20,13,8.0,7.5,93,Systems Engineering,Warp Engines,US & Canada
2017-04-07,2017-05-03,26,44.0,44.0,100,Support Engineering,Transporters,US & Canada
2017-04-07,2017-04-11,4,18.0,11.0,61,Support Engineering,Warp Engines,US & Canada
2017-04-07,2017-04-10,3,6.0,8.0,133,R&D,Photon Torpedos,Brazil
2017-04-10,2017-04-12,2,30.0,41.0,136,Systems Engineering,Transporters,US & Canada
2017-04-13,2017-04-21,8,8.0,16.5,206,Systems Engineering,Tricorders,US & Canada
2017-04-10,2017-04-14,4,36.0,42.5,118,Systems Engineering,Transporters,US & Canada
2017-04-11,2017-04-13,2,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-04-11,2017-04-12,1,8.0,8.400000065565111,105,R&D,Photon Torpedos,Brazil
2017-04-13,2017-04-20,7,3.0,15.0,500,Systems Engineering,Warp Engines,US & Canada
2017-04-13,2017-04-25,12,6.0,13.0,216,R&D,Photon Torpedos,Brazil
2017-04-13,2017-04-13,0,6.0,9.799999952316282,163,Support Engineering,Warp Engines,US & Canada
2017-04-13,2017-04-14,1,6.0,3.5,58,Systems Engineering,Transporters,US & Canada
2017-04-13,2017-04-20,7,8.0,0.5,6,Systems Engineering,Warp Engines,US & Canada
2017-04-14,2017-04-20,6,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-04-17,2017-04-28,11,6.0,7.5,125,Systems Engineering,Transporters,US & Canada
2017-04-17,2017-04-17,0,35.0,2.9000000059604645,8,Support Engineering,Warp Engines,US & Canada
2017-04-17,2017-04-18,1,8.0,17.0,212,Systems Engineering,Warp Engines,US & Canada
2017-04-17,2017-04-19,2,8.0,8.000000059604645,100,Systems Engineering,Tricorders,US & Canada
2017-04-17,2017-04-18,1,8.0,11.0,137,R&D,Photon Torpedos,Brazil
2017-04-18,2017-04-25,7,8.0,8.0,100,R&D,Photon Torpedos,Brazil
2017-04-18,2017-04-19,1,8.0,29.000000029802322,362,R&D,Photon Torpedos,Brazil
2017-04-19,2017-05-31,42,14.0,11.0,78,Support Engineering,Tricorders,US & Canada
2017-04-19,2017-05-08,19,40.0,16.0,40,Systems Engineering,Tricorders,US & Canada
2017-04-19,2017-04-21,2,2.0,2.0,100,Systems Engineering,Transporters,US & Canada
2017-04-20,2017-04-28,8,8.0,4.0,50,Systems Engineering,Warp Engines,US & Canada
2017-04-20,2017-04-24,4,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-04-20,2017-04-21,1,12.0,2.5,20,Systems Engineering,Transporters,US & Canada
2017-04-20,2017-04-28,8,8.0,7.0,87,Systems Engineering,Transporters,US & Canada
2017-04-21,2017-05-19,28,8.0,4.5,56,Systems Engineering,Warp Engines,US & Canada
2017-04-21,2017-04-24,3,8.0,2.5,31,Support Engineering,Tricorders,US & Canada
2017-04-21,2017-05-31,40,8.0,2.5,31,Systems Engineering,Transporters,US & Canada
2017-04-21,2017-04-27,6,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-04-24,2017-05-12,18,8.0,5.5,68,Systems Engineering,Warp Engines,US & Canada
2017-04-24,2017-04-24,0,34.0,33.5,98,Support Engineering,Tricorders,US & Canada
2017-04-24,2017-05-19,25,8.0,7.0,87,Systems Engineering,Transporters,US & Canada
2017-04-24,2017-04-24,0,8.0,10.5,131,Support Engineering,Warp Engines,US & Canada
2017-04-24,2017-04-26,2,10.0,5.0,50,Support Engineering,Tricorders,US & Canada
2017-04-24,2017-05-01,7,12.0,6.0,50,Support Engineering,Warp Engines,US & Canada
2017-04-24,2017-05-03,9,38.0,37.0,97,Systems Engineering,Warp Engines,US & Canada
2017-04-25,2017-04-25,0,6.0,5.0,83,R&D,Photon Torpedos,Brazil
2017-04-25,2017-05-02,7,8.0,8.0,100,Systems Engineering,Transporters,US & Canada
2017-04-25,2017-05-03,8,8.0,0.5,6,Systems Engineering,Warp Engines,US & Canada
2017-04-26,2017-05-30,34,6.0,4.0,66,Systems Engineering,Transporters,US & Canada
2017-04-26,2017-06-02,37,74.0,74.00000001490115,100,Support Engineering,Transporters,US & Canada
2017-04-26,2017-05-10,14,41.0,1.0,2,Support Engineering,Warp Engines,US & Canada
2017-04-26,2017-04-27,1,8.0,2.5,31,Systems Engineering,Warp Engines,US & Canada
2017-04-27,2017-12-04,221,4.0,3.0,75,Systems Engineering,Transporters,US & Canada
2017-04-27,2017-05-02,5,6.0,6.0,100,Systems Engineering,Transporters,US & Canada
2017-04-27,2017-06-26,60,60.0,59.0,98,Support Engineering,Transporters,US & Canada
2017-04-27,2017-04-27,0,8.0,3.0,37,Systems Engineering,Warp Engines,US & Canada
2017-04-28,2017-04-28,0,6.0,0.5,8,Support Engineering,Warp Engines,US & Canada
2017-04-28,2017-05-08,10,8.0,7.500000007450581,93,Systems Engineering,Transporters,US & Canada
2017-05-01,2017-06-14,44,8.0,6.000000238418579,75,Systems Engineering,Warp Engines,US & Canada
2017-05-01,2017-06-23,53,8.0,11.0,137,Systems Engineering,Transporters,US & Canada
2017-05-01,2017-05-10,9,4.0,1.0,25,Systems Engineering,Transporters,US & Canada
2017-05-01,2017-09-21,143,8.0,7.000000104308128,87,Systems Engineering,Transporters,US & Canada
2017-05-02,2017-12-15,227,4.0,3.0,75,Systems Engineering,Transporters,US & Canada
2017-05-02,2017-05-08,6,4.0,0.5,12,Support Engineering,Transporters,US & Canada
2017-05-02,2017-06-02,31,6.0,6.5,108,Systems Engineering,Transporters,US & Canada
2017-05-02,2017-06-02,31,112.0,3.5,3,Support Engineering,Transporters,US & Canada
2017-05-03,2017-05-17,14,16.0,9.0,56,Support Engineering,Warp Engines,US & Canada
2017-05-03,2017-07-05,63,180.0,176.0,97,Support Engineering,Transporters,US & Canada
2017-05-03,2017-05-31,28,6.0,2.0,33,Systems Engineering,Transporters,US & Canada
2017-05-03,2017-07-27,85,40.0,31.0,77,Support Engineering,Transporters,US & Canada
2017-05-04,2017-05-08,4,2.0,2.0000000149011607,100,Systems Engineering,Transporters,US & Canada
2017-05-04,2017-05-16,12,11.0,10.5,95,Support Engineering,Warp Engines,US & Canada
2017-05-04,2017-05-09,5,20.0,15.5,77,Support Engineering,Warp Engines,US & Canada
2017-05-04,2017-07-27,84,5.0,5.0,100,Support Engineering,Transporters,US & Canada
2017-05-05,2018-01-16,256,3.0,2.5,83,Support Engineering,Transporters,US & Canada
2017-05-05,2017-05-31,26,4.0,3.0,75,Systems Engineering,Transporters,US & Canada
2017-05-05,2017-05-19,14,8.0,9.0,112,Systems Engineering,Warp Engines,US & Canada
2017-05-05,2017-07-27,83,1.0,1.0,100,Support Engineering,Warp Engines,US & Canada
2017-05-05,2017-06-02,28,4.0,1.0,25,Systems Engineering,Transporters,US & Canada
2017-05-05,2017-12-15,224,2.0,1.5,75,Systems Engineering,Transporters,US & Canada
2017-05-08,2017-06-09,32,8.0,5.0,62,Support Engineering,Warp Engines,US & Canada
2017-05-08,2017-05-08,0,120.0,109.5,91,Support Engineering,Warp Engines,US & Canada
2017-05-08,2017-05-08,0,60.0,7.5,12,Support Engineering,Warp Engines,US & Canada
2017-05-08,2017-05-08,0,24.0,24.0,100,Systems Engineering,Transporters,US & Canada
2017-05-08,2017-05-15,7,8.0,4.0,50,Systems Engineering,Transporters,US & Canada
2017-05-08,2017-05-30,22,30.0,35.0,116,Systems Engineering,Transporters,US & Canada
2017-05-08,2017-06-21,44,8.0,1.0,12,Systems Engineering,Transporters,US & Canada
2017-05-09,2017-05-15,6,4.0,3.0,75,Systems Engineering,Transporters,US & Canada
2017-05-09,2017-05-19,10,8.0,5.0,62,Systems Engineering,Warp Engines,US & Canada
2017-05-10,2017-06-15,36,8.0,9.5,118,Support Engineering,Transporters,US & Canada
2017-05-10,2017-08-23,105,2.0,2.0,100,Support Engineering,Warp Engines,US & Canada
2017-05-10,2017-05-18,8,8.0,6.0,75,Systems Engineering,Warp Engines,US & Canada
2017-05-10,2017-05-12,2,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-05-11,2017-05-11,0,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-05-11,2017-06-23,43,208.0,7.0,3,Support Engineering,Warp Engines,US & Canada
2017-05-11,2017-05-15,4,8.0,10.0,125,Systems Engineering,Transporters,US & Canada
2017-05-11,2017-06-14,34,8.0,3.000000044703484,37,Systems Engineering,Warp Engines,US & Canada
2017-05-11,2017-05-18,7,3.0,4.0,133,Systems Engineering,Transporters,US & Canada
2017-05-11,2017-05-12,1,8.0,4.0,50,Support Engineering,Tricorders,US & Canada
2017-05-11,2017-05-17,6,8.0,4.000000134110452,50,Systems Engineering,Warp Engines,US & Canada
2017-05-11,2017-05-12,1,8.0,15.600000023841858,195,Systems Engineering,Warp Engines,US & Canada
2017-05-11,2017-05-12,1,4.0,1.0,25,Systems Engineering,Transporters,US & Canada
2017-05-12,2017-05-31,19,1.0,1.0,100,Support Engineering,Transporters,US & Canada
2017-05-12,2017-06-21,40,66.0,43.0,65,Systems Engineering,Transporters,US & Canada
2017-05-12,2017-06-09,28,4.0,2.5,62,Support Engineering,Warp Engines,US & Canada
2017-05-12,2017-05-12,0,4.0,1.0,25,Systems Engineering,Warp Engines,US & Canada
2017-05-12,2017-05-15,3,8.0,5.0,62,Systems Engineering,Tricorders,US & Canada
2017-05-12,2017-05-12,0,26.0,11.0,42,Systems Engineering,Transporters,US & Canada
2017-05-12,2017-05-17,5,8.0,18.0,225,Systems Engineering,Warp Engines,US & Canada
2017-05-14,2017-05-19,5,8.0,23.0,287,R&D,Photon Torpedos,Brazil
2017-05-15,2017-05-17,2,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-05-15,2017-05-18,3,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-05-15,2017-05-23,8,6.0,3.0,50,Support Engineering,Transporters,US & Canada
2017-05-15,2017-05-15,0,275.0,71.30000038444994,25,Support Engineering,Transporters,US & Canada
2017-05-16,2017-06-09,24,4.0,2.0,50,Support Engineering,Warp Engines,US & Canada
2017-05-16,2017-06-09,24,24.0,33.0,137,Support Engineering,Warp Engines,US & Canada
2017-05-16,2017-09-21,128,4.0,3.0,75,Systems Engineering,Transporters,US & Canada
2017-05-16,2017-05-29,13,3.0,6.0,200,R&D,Photon Torpedos,Brazil
2017-05-17,2017-05-30,13,4.0,3.0,75,Systems Engineering,Warp Engines,US & Canada
2017-05-17,2017-06-01,15,288.0,102.40000009536743,35,Support Engineering,Tricorders,US & Canada
2017-05-17,2017-08-10,85,3.0,2.5,83,Support Engineering,Tricorders,US & Canada
2017-05-17,2017-09-21,127,2.0,2.0,100,Systems Engineering,Transporters,US & Canada
2017-05-17,2017-06-21,35,6.0,5.0,83,Systems Engineering,Transporters,US & Canada
2017-05-18,2017-05-18,0,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-05-18,2017-05-18,0,7.0,3.0,42,Support Engineering,Warp Engines,US & Canada
2017-05-18,2017-05-18,0,8.0,10.0,125,Support Engineering,Warp Engines,US & Canada
2017-05-18,2017-05-19,1,8.0,3.0,37,Systems Engineering,Warp Engines,US & Canada
2017-05-19,2017-09-21,125,2.0,2.0,100,Systems Engineering,Transporters,US & Canada
2017-05-19,2017-05-31,12,6.0,3.0,50,Systems Engineering,Transporters,US & Canada
2017-05-19,2017-07-11,53,23.0,22.5,97,Support Engineering,Transporters,US & Canada
