Date,First_Estimate,Days_between_estimate,EstimatedEffort,Total_Hours,Effort_over_Estimate,Parent_Team,Team_Name,Region
2017-08-30,2017-09-05,6,8.0,0.5,6,Systems Engineering,Warp Engines,US & Canada
2017-08-31,2017-09-12,12,17.0,10.299999952316282,60,Support Engineering,Transporters,US & Canada
2017-08-31,2017-09-12,12,8.0,4.000000052154064,50,Support Engineering,Warp Engines,US & Canada
2017-08-31,2017-09-06,6,2.5,2.6000000014901157,104,Support Engineering,Transporters,US & Canada
2017-08-31,2017-09-05,5,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-08-31,2017-09-26,26,68.0,9.0,13,Support Engineering,Warp Engines,US & Canada
2017-08-31,2017-12-15,106,2.0,1.0,50,Systems Engineering,Transporters,US & Canada
2017-09-01,2017-09-15,14,8.0,17.0,212,R&D,Photon Torpedos,Brazil
2017-09-01,2017-09-01,0,8.0,3.0,37,Systems Engineering,Tricorders,US & Canada
2017-09-01,2017-09-05,4,8.0,5.5000000670552245,68,Systems Engineering,Transporters,US & Canada
2017-09-01,2017-09-25,24,8.0,6.000000089406968,75,Systems Engineering,Transporters,US & Canada
2017-09-01,2017-12-15,105,5.0,6.0,120,Systems Engineering,Transporters,US & Canada
2017-09-03,2018-01-09,128,80.0,25.5,31,Support Engineering,Tricorders,US & Canada
2017-09-04,2017-09-05,1,8.0,49.0,612,R&D,Photon Torpedos,Brazil
2017-09-07,2017-10-09,32,8.0,10.0,125,Systems Engineering,Transporters,US & Canada
2017-09-10,2017-09-20,10,6.0,3.000000044703484,50,Systems Engineering,Transporters,US & Canada
2017-09-11,2017-09-11,0,8.0,7.5,93,Support Engineering,Tricorders,US & Canada
2017-09-11,2017-09-15,4,8.0,5.300000011920929,66,Systems Engineering,Warp Engines,US & Canada
2017-09-12,2017-09-12,0,8.0,4.299999952316283,53,Systems Engineering,Warp Engines,US & Canada
2017-09-12,2017-09-15,3,3.0,17.0,566,R&D,Photon Torpedos,Brazil
2017-09-12,2017-09-13,1,40.0,3.0000000298023224,7,Systems Engineering,Tricorders,US & Canada
2017-09-12,2017-09-13,1,8.0,7.0,87,Systems Engineering,Warp Engines,US & Canada
2017-09-12,2017-09-18,6,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-09-13,2017-12-19,97,10.0,9.5,95,Support Engineering,Warp Engines,US & Canada
2017-09-13,2017-09-27,14,8.0,7.5,93,Systems Engineering,Warp Engines,US & Canada
2017-09-14,2017-09-21,7,7.0,5.0,71,Support Engineering,Transporters,US & Canada
2017-09-14,2017-09-14,0,8.0,1.5,18,Systems Engineering,Warp Engines,US & Canada
2017-09-14,2017-09-22,8,40.0,49.5,123,Support Engineering,Tricorders,US & Canada
2017-09-15,2017-09-19,4,8.0,0.4000000059604645,5,R&D,Photon Torpedos,Brazil
2017-09-15,2017-09-19,4,16.0,48.0,300,R&D,Photon Torpedos,Colombia
2017-09-16,2017-09-20,4,40.0,18.0,45,R&D,Photon Torpedos,Taiwan
2017-09-18,2017-09-22,4,32.0,64.5,201,Support Engineering,Transporters,US & Canada
2017-09-18,2017-09-18,0,11.0,14.5,131,Systems Engineering,Tricorders,US & Canada
2017-09-18,2017-10-23,35,8.0,8.00000025331974,100,Systems Engineering,Transporters,US & Canada
2017-09-18,2017-10-16,28,184.0,113.5,61,Support Engineering,Transporters,US & Canada
2017-09-19,2017-09-20,1,3.0,1.0,33,Support Engineering,Warp Engines,US & Canada
2017-09-19,2017-09-25,6,35.0,35.999999582767494,102,Systems Engineering,Transporters,US & Canada
2017-09-19,2017-10-23,34,88.0,104.0,118,Systems Engineering,Transporters,US & Canada
2017-09-19,2017-09-20,1,8.0,5.0,62,Systems Engineering,Warp Engines,US & Canada
2017-09-19,2017-09-22,3,16.0,23.00000011920929,143,Systems Engineering,Tricorders,US & Canada
2017-09-19,2017-09-26,7,8.0,1.5,18,Systems Engineering,Warp Engines,US & Canada
2017-09-20,2017-09-20,0,24.0,30.0,125,R&D,Photon Torpedos,Taiwan
2017-09-20,2017-10-12,22,2.0,2.0,100,Systems Engineering,Transporters,US & Canada
2017-09-20,2017-09-28,8,11.0,34.5,313,R&D,Tractor Beam,US & Canada
2017-09-20,2017-09-22,2,8.0,2.5,31,Systems Engineering,Warp Engines,US & Canada
2017-09-20,2017-09-22,2,5.0,5.5,110,Support Engineering,Warp Engines,US & Canada
2017-09-20,2017-10-02,12,8.0,2.1000000014901157,26,Support Engineering,Transporters,US & Canada
2017-09-21,2017-09-28,7,8.0,9.5,118,Systems Engineering,Warp Engines,US & Canada
2017-09-21,2017-09-25,4,8.0,5.5,68,Support Engineering,Transporters,US & Canada
2017-09-21,2017-09-28,7,8.0,3.5,43,Systems Engineering,Warp Engines,US & Canada
2017-09-21,2017-09-25,4,8.0,8.0,100,Systems Engineering,Transporters,US & Canada
2017-09-21,2017-09-22,1,5.0,4.5,90,Support Engineering,Warp Engines,US & Canada
2017-09-22,2017-09-22,0,12.0,15.600000016391276,130,Support Engineering,Warp Engines,US & Canada
2017-09-22,2017-11-20,59,4.0,0.5,12,Systems Engineering,Warp Engines,US & Canada
2017-09-25,2017-10-04,9,12.0,5.5,45,Support Engineering,Transporters,US & Canada
2017-09-25,2017-09-26,1,8.0,9.5,118,Systems Engineering,Tricorders,US & Canada
2017-09-25,2017-10-04,9,5.0,6.0,120,R&D,Photon Torpedos,Brazil
2017-09-25,2017-10-09,14,4.0,4.5,112,Systems Engineering,Transporters,US & Canada
2017-09-26,2017-09-27,1,2.0,1.5,75,Systems Engineering,Warp Engines,US & Canada
2017-09-27,2017-12-15,79,8.0,4.0,50,Systems Engineering,Transporters,US & Canada
2017-09-29,2017-09-29,0,8.0,0.5,6,Systems Engineering,Warp Engines,US & Canada
2017-09-29,2017-11-16,48,8.0,3.5,43,R&D,Photon Torpedos,Taiwan
2017-09-29,2017-10-09,10,8.0,14.0,175,R&D,Photon Torpedos,Brazil
2017-09-29,2017-10-09,10,3.0,3.0,100,Support Engineering,Transporters,US & Canada
2017-10-02,2017-10-03,1,6.0,2.0,33,Systems Engineering,Warp Engines,US & Canada
2017-10-02,2017-10-09,7,8.0,0.5,6,Systems Engineering,Warp Engines,US & Canada
2017-10-02,2017-10-03,1,8.0,4.0,50,R&D,Photon Torpedos,Brazil
2017-10-02,2017-12-04,63,40.0,53.0,132,Systems Engineering,Transporters,US & Canada
2017-10-02,2017-11-16,45,35.0,17.0,48,R&D,Photon Torpedos,Taiwan
2017-10-04,2017-10-04,0,2.0,2.0,100,Systems Engineering,Warp Engines,US & Canada
2017-10-04,2017-12-04,61,8.0,9.0,112,Systems Engineering,Transporters,US & Canada
2017-10-04,2017-10-16,12,8.0,3.5,43,Systems Engineering,Warp Engines,US & Canada
2017-10-04,2017-10-11,7,1.0,0.7000000029802322,70,Support Engineering,Transporters,US & Canada
2017-10-04,2018-01-05,93,8.0,4.0,50,Support Engineering,Transporters,US & Canada
2017-10-05,2017-12-15,71,36.0,21.80000001192093,60,Systems Engineering,Transporters,US & Canada
2017-10-05,2017-10-10,5,5.0,3.5,70,Systems Engineering,Warp Engines,US & Canada
2017-10-05,2017-10-05,0,8.0,6.0,75,Systems Engineering,Warp Engines,US & Canada
2017-10-05,2017-10-05,0,8.0,2.5,31,Support Engineering,Warp Engines,US & Canada
2017-10-06,2017-10-06,0,8.0,11.5,143,Systems Engineering,Warp Engines,US & Canada
2017-10-09,2017-10-13,4,8.0,5.5,68,Systems Engineering,Warp Engines,US & Canada
2017-10-09,2017-10-18,9,8.0,7.0,87,Systems Engineering,Transporters,US & Canada
2017-10-09,2017-10-16,7,8.0,5.0,62,Systems Engineering,Warp Engines,US & Canada
2017-10-09,2017-10-23,14,8.0,5.000000044703484,62,Systems Engineering,Transporters,US & Canada
2017-10-09,2017-10-10,1,4.0,2.0,50,Systems Engineering,Warp Engines,US & Canada
2017-10-09,2017-10-30,21,8.0,3.0,37,Systems Engineering,Tricorders,US & Canada
2017-10-09,2017-10-16,7,80.0,77.60000002384186,97,Systems Engineering,Warp Engines,US & Canada
2017-10-10,2017-10-11,1,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-10-10,2017-10-11,1,8.0,2.5,31,Systems Engineering,Warp Engines,US & Canada
2017-10-10,2017-10-16,6,6.0,4.0,66,Systems Engineering,Transporters,US & Canada
2017-10-10,2017-10-11,1,4.0,3.0,75,Systems Engineering,Warp Engines,US & Canada
2017-10-12,2017-10-18,6,8.0,5.0,62,R&D,Photon Torpedos,Taiwan
2017-10-12,2017-12-15,64,6.0,5.5,91,Systems Engineering,Transporters,US & Canada
2017-10-12,2017-10-17,5,1.0,1.0,100,Support Engineering,Transporters,US & Canada
2017-10-12,2017-10-18,6,8.0,5.100000001490116,63,Support Engineering,Warp Engines,US & Canada
2017-10-13,2017-11-13,31,4.0,10.200000002980232,255,Support Engineering,Warp Engines,US & Canada
2017-10-13,2017-12-15,63,48.0,32.5,67,Systems Engineering,Transporters,US & Canada
2017-10-13,2017-10-23,10,8.0,8.000000044703484,100,Systems Engineering,Transporters,US & Canada
2017-10-13,2017-12-04,52,8.0,9.0,112,Systems Engineering,Transporters,US & Canada
2017-10-16,2017-10-16,0,8.0,12.0,150,Systems Engineering,Warp Engines,US & Canada
2017-10-16,2017-10-27,11,16.0,16.0,100,Support Engineering,Warp Engines,US & Canada
2017-10-16,2017-10-19,3,8.0,2.0,25,Support Engineering,Warp Engines,US & Canada
2017-10-16,2017-10-31,15,4.0,4.0,100,Systems Engineering,Transporters,US & Canada
2017-10-17,2017-10-18,1,4.0,1.5,37,Systems Engineering,Warp Engines,US & Canada
2017-10-17,2017-10-19,2,8.0,6.199999988079071,77,Support Engineering,Transporters,US & Canada
2017-10-17,2017-10-19,2,4.0,1.5,37,Support Engineering,Warp Engines,US & Canada
2017-10-17,2017-12-04,48,8.0,11.0,137,Systems Engineering,Transporters,US & Canada
2017-10-18,2017-12-04,47,7.0,6.5,92,Systems Engineering,Transporters,US & Canada
2017-10-18,2017-10-20,2,16.0,23.0,143,Support Engineering,Tricorders,US & Canada
2017-10-18,2017-12-04,47,2.0,2.0,100,Systems Engineering,Transporters,US & Canada
2017-10-18,2017-10-18,0,6.0,2.3000000044703484,38,Support Engineering,Warp Engines,US & Canada
2017-10-18,2017-10-19,1,3.0,1.5,50,Systems Engineering,Warp Engines,US & Canada
2017-10-19,2017-11-13,25,4.0,3.0,75,Systems Engineering,Transporters,US & Canada
2017-10-19,2017-11-20,32,10.0,5.0,50,Systems Engineering,Warp Engines,US & Canada
2017-10-19,2017-11-01,13,6.0,9.0,150,R&D,Photon Torpedos,Brazil
2017-10-19,2017-10-19,0,8.0,6.0,75,R&D,Photon Torpedos,Brazil
2017-10-19,2017-10-24,5,8.0,3.0,37,Support Engineering,Transporters,US & Canada
2017-10-19,2017-10-20,1,8.0,7.0,87,Support Engineering,Warp Engines,US & Canada
2017-10-19,2017-10-20,1,8.0,2.0,25,Support Engineering,Warp Engines,US & Canada
2017-10-20,2017-10-23,3,6.0,2.0,33,Systems Engineering,Warp Engines,US & Canada
2017-10-20,2017-11-07,18,12.0,36.0,300,R&D,Photon Torpedos,Colombia
2017-10-20,2017-10-27,7,16.0,20.0,125,Support Engineering,Warp Engines,US & Canada
2017-10-23,2017-10-25,2,20.0,19.0,95,Support Engineering,Transporters,US & Canada
2017-10-23,2017-10-24,1,6.0,0.5,8,Systems Engineering,Warp Engines,US & Canada
2017-10-23,2017-12-15,53,4.0,3.0,75,Systems Engineering,Transporters,US & Canada
2017-10-23,2017-10-25,2,10.0,13.0,130,Support Engineering,Transporters,US & Canada
2017-10-24,2017-10-24,0,8.0,6.0,75,Systems Engineering,Warp Engines,US & Canada
2017-10-24,2017-12-15,52,8.0,1.0,12,Systems Engineering,Transporters,US & Canada
2017-10-24,2017-10-24,0,8.0,3.000000014901161,37,Systems Engineering,Transporters,US & Canada
2017-10-24,2017-12-15,52,4.0,2.0,50,Systems Engineering,Transporters,US & Canada
2017-10-25,2017-10-25,0,9.0,8.0,88,Systems Engineering,Warp Engines,US & Canada
2017-10-25,2017-10-26,1,8.0,3.0,37,Systems Engineering,Warp Engines,US & Canada
2017-10-25,2017-10-31,6,8.0,8.100000023841858,101,Systems Engineering,Warp Engines,US & Canada
2017-10-25,2017-10-30,5,8.0,7.0,87,Systems Engineering,Warp Engines,US & Canada
2017-10-26,2017-11-16,21,39.0,79.0,202,R&D,Photon Torpedos,Taiwan
2017-10-26,2017-10-30,4,8.0,0.7000000029802322,8,Systems Engineering,Transporters,US & Canada
2017-10-26,2017-10-31,5,6.0,2.0,33,Systems Engineering,Transporters,US & Canada
2017-10-26,2017-10-27,1,8.0,0.5,6,Systems Engineering,Warp Engines,US & Canada
2017-10-26,2017-12-05,40,4.0,3.0,75,Systems Engineering,Transporters,US & Canada
2017-10-27,2017-10-30,3,4.0,12.0,300,R&D,Photon Torpedos,Colombia
2017-10-27,2017-10-30,3,8.0,2.0,25,R&D,Photon Torpedos,Brazil
2017-10-30,2018-01-16,78,15.0,1.5,10,Support Engineering,Transporters,US & Canada
2017-10-30,2017-11-03,4,6.0,5.000000029802322,83,Systems Engineering,Transporters,US & Canada
2017-10-30,2017-11-06,7,20.0,15.800000011920927,79,Systems Engineering,Warp Engines,US & Canada
2017-10-30,2017-11-14,15,8.0,5.5,68,Systems Engineering,Warp Engines,US & Canada
2017-10-30,2017-12-04,35,20.0,21.0,105,Systems Engineering,Transporters,US & Canada
2017-10-31,2017-11-06,6,4.0,2.0,50,Systems Engineering,Warp Engines,US & Canada
2017-10-31,2017-11-06,6,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-10-31,2017-11-06,6,4.0,1.0,25,Systems Engineering,Transporters,US & Canada
2017-10-31,2017-11-06,6,8.0,5.0,62,Systems Engineering,Warp Engines,US & Canada
2017-10-31,2017-11-07,7,2.0,2.0,100,Support Engineering,Warp Engines,US & Canada
2017-11-01,2017-11-01,0,8.0,2.5,31,Systems Engineering,Warp Engines,US & Canada
2017-11-01,2017-11-02,1,8.0,3.0,37,Systems Engineering,Tricorders,US & Canada
2017-11-02,2017-11-02,0,8.0,8.0,100,Systems Engineering,Warp Engines,US & Canada
2017-11-02,2017-11-02,0,16.0,13.0,81,Support Engineering,Warp Engines,US & Canada
2017-11-02,2017-11-17,15,30.0,9.300000101327896,31,Support Engineering,Tricorders,US & Canada
2017-11-03,2017-11-07,4,8.0,3.0,37,Systems Engineering,Transporters,US & Canada
2017-11-03,2017-11-03,0,8.0,6.0,75,Systems Engineering,Warp Engines,US & Canada
2017-11-03,2017-11-06,3,4.0,9.000000074505808,225,Support Engineering,Tricorders,US & Canada
2017-11-03,2017-11-03,0,8.0,3.0,37,Systems Engineering,Transporters,US & Canada
2017-11-06,2017-11-08,2,8.0,14.5,181,Systems Engineering,Warp Engines,US & Canada
2017-11-06,2017-11-07,1,8.0,21.0,262,Systems Engineering,Transporters,US & Canada
2017-11-06,2017-11-07,1,8.0,5.0,62,Systems Engineering,Warp Engines,US & Canada
2017-11-06,2017-11-08,2,8.0,3.0000000298023224,37,Systems Engineering,Transporters,US & Canada
2017-11-07,2017-11-16,9,8.0,14.5,181,R&D,Photon Torpedos,Taiwan
2017-11-07,2017-11-08,1,4.0,4.0000000298023215,100,Systems Engineering,Transporters,US & Canada
2017-11-07,2017-11-16,9,8.0,6.0,75,R&D,Photon Torpedos,Taiwan
2017-11-07,2017-11-09,2,8.0,0.5,6,Systems Engineering,Warp Engines,US & Canada
2017-11-07,2017-11-10,3,4.0,3.300000011920929,82,Support Engineering,Warp Engines,US & Canada
2017-11-08,2017-11-08,0,6.0,3.0,50,R&D,Photon Torpedos,Brazil
2017-11-08,2017-11-30,22,8.0,19.0,237,R&D,Photon Torpedos,Brazil
2017-11-08,2017-12-05,27,2.0,1.0,50,Systems Engineering,Transporters,US & Canada
2017-11-08,2017-11-09,1,8.0,3.5,43,Systems Engineering,Warp Engines,US & Canada
2017-11-09,2017-11-09,0,8.0,5.000000044703484,62,Systems Engineering,Transporters,US & Canada
2017-11-09,2017-11-09,0,8.0,4.0000000447034845,50,Systems Engineering,Transporters,US & Canada
2017-11-09,2017-12-11,32,8.0,7.5,93,Support Engineering,Warp Engines,US & Canada
2017-11-09,2017-11-09,0,4.0,2.0,50,Systems Engineering,Transporters,US & Canada
2017-11-09,2017-11-10,1,8.0,4.5,56,Systems Engineering,Warp Engines,US & Canada
2017-11-09,2017-11-27,18,8.0,3.0,37,Systems Engineering,Warp Engines,US & Canada
2017-11-10,2017-11-10,0,8.0,29.0,362,R&D,Photon Torpedos,Brazil
2017-11-10,2017-11-13,3,8.0,1.5,18,Systems Engineering,Warp Engines,US & Canada
2017-11-10,2017-11-14,4,4.0,12.0,300,R&D,Photon Torpedos,Colombia
2017-11-10,2018-01-11,62,4.0,3.0000000298023224,75,Systems Engineering,Transporters,US & Canada
2017-11-13,2017-11-28,15,8.0,6.600000001490116,82,Support Engineering,Transporters,US & Canada
2017-11-13,2017-11-28,15,30.0,24.0,80,Systems Engineering,Warp Engines,US & Canada
2017-11-13,2017-11-15,2,8.0,2.5,31,Support Engineering,Tricorders,US & Canada
2017-11-13,2017-11-27,14,8.0,2.8999999910593037,36,Systems Engineering,Transporters,US & Canada
2017-11-13,2017-11-27,14,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-11-14,2017-11-22,8,8.0,1.0,12,Systems Engineering,Tricorders,US & Canada
2017-11-14,2017-11-20,6,12.0,7.700000047683716,64,Systems Engineering,Transporters,US & Canada
2017-11-15,2017-11-27,12,8.0,4.0,50,Systems Engineering,Transporters,US & Canada
2017-11-14,2017-11-15,1,5.0,2.0,40,Systems Engineering,Warp Engines,US & Canada
2017-11-16,2017-11-16,0,24.0,10.5,43,R&D,Photon Torpedos,Taiwan
2017-11-16,2017-12-12,26,12.0,42.0,350,R&D,Photon Torpedos,Colombia
2017-11-16,2017-11-22,6,20.0,20.0,100,Systems Engineering,Transporters,US & Canada
2017-11-16,2018-01-16,61,3.0,0.5,16,Support Engineering,Transporters,US & Canada
2017-11-16,2017-11-17,1,8.0,4.0,50,Systems Engineering,Warp Engines,US & Canada
2017-11-20,2018-01-05,46,8.0,11.0,137,Support Engineering,Transporters,US & Canada
2017-11-20,2017-12-15,25,4.0,2.0,50,Systems Engineering,Transporters,US & Canada
2017-11-22,2018-01-19,58,16.0,3.0,18,Systems Engineering,Tricorders,US & Canada
2017-11-22,2017-11-28,6,8.0,3.200000002980232,40,Support Engineering,Warp Engines,US & Canada
2017-11-22,2017-11-27,5,4.0,1.5,37,Systems Engineering,Warp Engines,US & Canada
2017-11-22,2017-11-27,5,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-11-27,2018-01-16,50,10.0,10.5,105,Support Engineering,Transporters,US & Canada
2017-11-27,2017-12-01,4,8.0,3.0,37,Support Engineering,Warp Engines,US & Canada
2017-11-27,2017-11-28,1,4.0,2.0,50,Systems Engineering,Transporters,US & Canada
2017-11-27,2017-11-28,1,8.0,5.800000011920929,72,Systems Engineering,Warp Engines,US & Canada
2017-11-27,2017-12-15,18,2.0,1.0,50,Systems Engineering,Transporters,US & Canada
2017-11-27,2017-11-28,1,8.0,3.0,37,Systems Engineering,Transporters,US & Canada
2017-11-28,2018-01-15,48,3.0,3.0,100,Systems Engineering,Transporters,US & Canada
2017-11-28,2017-11-28,0,8.0,12.0,150,Systems Engineering,Tricorders,US & Canada
2017-11-28,2017-11-30,2,8.0,4.000000059604645,50,Systems Engineering,Transporters,US & Canada
2017-11-28,2017-12-11,13,8.0,7.0,87,Systems Engineering,Warp Engines,US & Canada
2017-11-28,2017-11-28,0,8.0,6.5,81,Systems Engineering,Warp Engines,US & Canada
2017-11-29,2017-11-30,1,8.0,16.0,200,R&D,Photon Torpedos,Brazil
2017-11-29,2017-11-30,1,8.0,17.0,212,Systems Engineering,Tricorders,US & Canada
2017-11-30,2017-12-05,5,4.0,3.0,75,Systems Engineering,Transporters,US & Canada
2017-11-30,2018-01-11,42,8.0,0.5,6,Systems Engineering,Warp Engines,US & Canada
2017-11-30,2017-12-08,8,2.0,2.0,100,Systems Engineering,Transporters,US & Canada
2017-12-01,2017-12-01,0,8.0,9.0,112,Systems Engineering,Warp Engines,US & Canada
2017-12-01,2017-12-03,2,12.0,36.0,300,R&D,Photon Torpedos,Colombia
2017-12-04,2017-12-06,2,8.0,23.0,287,R&D,Photon Torpedos,Brazil
2017-12-04,2017-12-18,14,8.0,1.0000000149011612,12,Systems Engineering,Transporters,US & Canada
2017-12-04,2018-01-02,29,80.0,71.5,89,Support Engineering,Tricorders,US & Canada
2017-12-04,2017-12-12,8,8.0,2.799999952316284,34,Systems Engineering,Warp Engines,US & Canada
2017-12-06,2017-12-07,1,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-12-07,2017-12-07,0,6.0,17.0,283,R&D,Photon Torpedos,Brazil
2017-12-07,2017-12-11,4,4.0,23.0,575,R&D,Photon Torpedos,Brazil
2017-12-07,2017-12-07,0,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-12-08,2018-01-08,31,6.0,5.0,83,Systems Engineering,Transporters,US & Canada
2017-12-08,2017-12-08,0,8.0,4.0,50,Systems Engineering,Warp Engines,US & Canada
2017-12-11,2017-12-11,0,8.0,2.0,25,Systems Engineering,Transporters,US & Canada
2017-12-12,2017-12-13,1,10.0,10.0,100,R&D,Photon Torpedos,Taiwan
2017-12-12,2017-12-12,0,4.0,12.0,300,R&D,Photon Torpedos,Colombia
2017-12-12,2017-12-12,0,8.0,8.000000014901161,100,Support Engineering,Transporters,US & Canada
2017-12-12,2017-12-12,0,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-12-13,2017-12-20,7,8.0,8.80000001192093,110,Systems Engineering,Warp Engines,US & Canada
2017-12-13,2017-12-13,0,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-12-18,2018-01-11,24,4.0,4.0,100,Systems Engineering,Transporters,US & Canada
2017-12-18,2018-01-15,28,2.0,1.2999999523162842,64,Systems Engineering,Transporters,US & Canada
2017-12-19,2018-01-02,14,8.0,0.5,6,Systems Engineering,Warp Engines,US & Canada
2018-01-02,2018-01-03,1,8.0,7.5,93,Systems Engineering,Warp Engines,US & Canada
2018-01-03,2018-01-11,8,8.0,2.5,31,Systems Engineering,Warp Engines,US & Canada
2018-01-08,2018-01-09,1,8.0,5.0,62,Systems Engineering,Transporters,US & Canada
2018-01-10,2018-01-19,9,16.0,10.0,62,Systems Engineering,Tricorders,US & Canada
2018-01-10,2018-01-15,5,2.0,2.0,100,Systems Engineering,Transporters,US & Canada
2018-01-11,2018-01-15,4,16.0,1.0,6,Systems Engineering,Warp Engines,US & Canada
2018-01-12,2018-01-17,5,32.0,10.0,31,Systems Engineering,Warp Engines,US & Canada
2018-01-12,2018-01-19,7,16.0,9.0,56,Systems Engineering,Tricorders,US & Canada
2018-01-15,2018-01-19,4,9.0,14.0,155,Support Engineering,Transporters,US & Canada
2018-01-16,2018-01-21,5,16.0,42.0,262,R&D,Photon Torpedos,Colombia
2018-01-16,2018-01-17,1,8.0,5.0,62,Systems Engineering,Warp Engines,US & Canada
2018-01-18,2018-01-24,6,6.0,6.0,100,Support Engineering,Transporters,US & Canada
2018-01-22,2018-01-24,2,8.0,6.0,75,Systems Engineering,Tricorders,US & Canada
2018-01-23,2018-01-24,1,20.0,60.0,300,R&D,Photon Torpedos,Colombia
2018-01-25,2018-01-26,1,100.0,7.0,7,Systems Engineering,Tricorders,US & Canada
2018-01-30,2018-01-30,0,8.0,1.5,18,Systems Engineering,Warp Engines,US & Canada
2016-10-12,2016-11-10,29,240.0,2.0,0,Support Engineering,Transporters,US & Canada
2016-10-05,2016-10-11,6,20.0,12.5,62,Support Engineering,Tricorders,US & Canada
2016-10-05,2016-10-24,19,24.0,44.0,183,Systems Engineering,Warp Engines,US & Canada
2016-10-05,2016-11-28,54,60.0,57.5,95,Support Engineering,Warp Engines,US & Canada
2016-10-05,2016-10-11,6,7.0,5.0,71,Support Engineering,Transporters,US & Canada
2016-10-06,2016-10-19,13,24.0,2.0,8,Support Engineering,Warp Engines,US & Canada
2016-10-06,2016-10-06,0,8.0,3.0,37,Systems Engineering,Warp Engines,US & Canada
2016-10-07,2016-10-28,21,25.0,23.5,94,Support Engineering,Warp Engines,US & Canada
2016-10-07,2016-10-26,19,8.0,27.0,337,R&D,Photon Torpedos,Brazil
2016-10-07,2016-10-10,3,6.0,29.0,483,R&D,Photon Torpedos,Brazil
2016-10-07,2016-10-17,10,10.0,17.0,170,Systems Engineering,Warp Engines,US & Canada
2016-10-10,2016-10-27,17,8.0,0.5,6,Systems Engineering,Warp Engines,US & Canada
2016-10-10,2016-10-31,21,8.0,7.000000059604645,87,Systems Engineering,Transporters,US & Canada
2016-10-10,2016-12-01,52,28.0,25.0,89,Support Engineering,Transporters,US & Canada
2016-10-10,2016-10-17,7,8.0,2.0000000298023224,25,Systems Engineering,Warp Engines,US & Canada
2016-10-10,2016-10-17,7,40.0,4.500000052154063,11,Systems Engineering,Warp Engines,US & Canada
